Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,1278,8,3,1,Male,77,2,1,1,Married,2342,8635,0,Y,No,21,4,3,80,0,6,3,3,5,4,0,3
25,No,141,3,1,3,Male,98,3,2,1,Married,4194,14363,1,Y,Yes,18,3,4,80,0,5,3,3,5,3,0,3
35,No,607,9,3,4,Female,66,2,3,3,Married,10685,23457,1,Y,Yes,20,4,2,80,1,17,2,3,17,14,5,15
35,Yes,130,25,4,4,Female,96,3,1,2,Divorced,2022,16612,1,Y,Yes,19,3,1,80,1,10,3,2,10,2,7,8
32,No,300,1,3,4,Male,61,3,1,4,Divorced,2314,9148,0,Y,No,12,3,2,80,1,4,2,3,3,0,0,2
25,No,583,4,1,3,Male,87,2,2,1,Married,4256,18154,1,Y,No,12,3,1,80,0,5,1,4,5,2,0,3
49,No,1418,1,3,3,Female,36,3,1,1,Married,3580,10554,2,Y,No,16,3,2,80,1,7,2,3,4,2,0,2
24,No,1269,4,1,1,Male,46,2,1,4,Married,3162,10778,0,Y,No,17,3,4,80,0,6,2,2,5,2,3,4
32,No,379,5,2,2,Male,48,3,2,2,Married,6524,8891,1,Y,No,14,3,4,80,1,10,3,3,10,8,5,3
38,No,395,9,3,2,Male,98,2,1,2,Married,2899,12102,0,Y,No,19,3,4,80,1,3,3,3,2,2,1,2
42,No,1265,3,3,3,Female,95,4,2,4,Married,5231,23726,2,Y,Yes,13,3,2,80,1,17,1,2,5,3,1,3
31,No,1222,11,4,4,Male,48,3,1,4,Married,2356,14871,3,Y,Yes,19,3,2,80,1,8,2,3,6,4,0,2
29,Yes,341,1,3,2,Female,48,2,1,3,Divorced,2800,23522,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2
53,No,868,8,3,1,Male,73,3,4,4,Married,11836,22789,5,Y,No,14,3,3,80,1,28,3,3,2,0,2,2
35,No,672,25,3,4,Male,78,2,3,2,Married,10903,9129,3,Y,No,16,3,1,80,0,16,2,3,13,10,4,8
37,No,1231,21,2,3,Female,54,3,1,4,Married,2973,21222,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0
53,No,102,23,4,4,Female,72,3,4,4,Single,14275,20206,6,Y,No,18,3,3,80,0,33,0,3,12,9,3,8
43,No,422,1,3,4,Female,33,3,2,4,Married,5562,21782,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2
47,No,249,2,2,3,Female,35,3,2,4,Married,4537,17783,0,Y,Yes,22,4,1,80,1,8,2,3,7,6,7,7
37,No,1252,19,2,1,Male,32,3,3,2,Single,7642,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9
50,No,881,2,4,1,Male,98,3,4,1,Divorced,17924,4544,1,Y,No,11,3,4,80,1,31,3,3,31,6,14,7
39,No,1383,2,3,4,Female,42,2,2,4,Married,5204,7790,8,Y,No,11,3,3,80,2,13,2,3,5,4,0,4
33,No,1075,3,2,4,Male,57,3,1,2,Divorced,2277,22650,3,Y,Yes,11,3,3,80,1,7,4,4,4,3,0,3
32,Yes,374,25,4,1,Male,87,3,1,4,Single,2795,18016,1,Y,Yes,24,4,3,80,0,1,2,1,1,0,0,1
29,No,1086,7,1,1,Female,62,2,1,4,Divorced,2532,6054,6,Y,No,14,3,3,80,3,8,5,3,4,3,0,3
44,No,661,9,2,2,Male,61,3,1,1,Married,2559,7508,1,Y,Yes,13,3,4,80,0,8,0,3,8,7,7,1
28,No,821,5,4,1,Male,98,3,2,4,Single,4908,24252,1,Y,No,14,3,2,80,0,4,3,3,4,2,0,2
58,Yes,781,2,1,4,Male,57,2,1,4,Divorced,2380,13384,9,Y,Yes,14,3,4,80,1,3,3,2,1,0,0,0
43,No,177,8,3,1,Female,55,3,2,2,Divorced,4765,23814,4,Y,No,21,4,3,80,1,4,2,4,1,0,0,0
20,Yes,500,2,3,3,Female,49,2,1,3,Single,2044,22052,1,Y,No,13,3,4,80,0,2,3,2,2,2,0,2
21,Yes,1427,18,1,4,Female,65,3,1,4,Single,2693,8870,1,Y,No,19,3,1,80,0,1,3,2,1,0,0,0
36,No,1425,14,1,3,Male,68,3,2,4,Married,6586,4821,0,Y,Yes,17,3,1,80,1,17,2,2,16,8,4,11
47,No,1454,2,4,4,Female,65,2,1,4,Single,3294,13137,1,Y,Yes,18,3,1,80,0,3,3,2,3,2,1,2
22,Yes,617,3,1,2,Female,34,3,2,3,Married,4171,10022,0,Y,Yes,19,3,1,80,1,4,3,4,3,2,0,2
41,Yes,1085,2,4,2,Female,57,1,1,4,Divorced,2778,17725,4,Y,Yes,13,3,3,80,1,10,1,2,7,7,1,0
28,No,995,9,3,3,Female,77,3,1,3,Divorced,2377,9834,5,Y,No,18,3,2,80,1,6,2,3,2,2,2,2
39,Yes,1122,6,3,4,Male,70,3,1,1,Married,2404,4303,7,Y,Yes,21,4,4,80,0,8,2,1,2,2,2,2
27,No,618,4,3,2,Female,76,3,1,3,Single,2318,17808,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0
34,No,546,10,3,2,Male,83,3,1,2,Divorced,2008,6896,1,Y,No,14,3,2,80,2,1,3,3,1,0,1,0
42,No,462,14,2,3,Female,68,2,2,3,Single,6244,7824,7,Y,No,17,3,1,80,0,10,6,3,5,4,0,3
33,No,1198,1,4,3,Male,100,2,1,1,Single,2799,3339,3,Y,Yes,11,3,2,80,0,6,1,3,3,2,0,2
58,No,1272,5,3,3,Female,37,2,3,2,Divorced,10552,9255,2,Y,Yes,13,3,4,80,1,24,3,3,6,0,0,4
31,No,154,7,4,2,Male,41,2,1,3,Married,2329,11737,3,Y,No,15,3,2,80,0,13,2,4,7,7,5,2
35,No,1137,21,1,4,Female,51,3,2,4,Married,4014,19170,1,Y,Yes,25,4,4,80,1,10,2,1,10,6,0,7
49,No,527,8,2,1,Female,51,3,3,2,Married,7403,22477,4,Y,No,11,3,3,80,1,29,3,2,26,9,1,7
48,No,1469,20,4,4,Male,51,3,1,3,Married,2259,5543,4,Y,No,17,3,1,80,2,13,2,2,0,0,0,0
31,No,1188,20,2,4,Female,45,3,2,3,Married,6932,24406,1,Y,No,13,3,4,80,1,9,2,2,9,8,0,0
36,No,188,7,4,2,Male,65,3,1,4,Single,4678,23293,2,Y,No,18,3,3,80,0,8,6,3,6,2,0,1
38,No,1333,1,3,4,Female,80,3,3,1,Married,13582,16292,1,Y,No,13,3,2,80,1,15,3,3,15,12,5,11
32,No,1184,1,3,3,Female,70,2,1,2,Married,2332,3974,6,Y,No,20,4,3,80,0,5,3,3,3,0,0,2
25,Yes,867,19,2,3,Male,36,2,1,2,Married,2413,18798,1,Y,Yes,18,3,3,80,3,1,2,3,1,0,0,0
40,No,658,10,4,1,Male,67,2,3,2,Divorced,9705,20652,2,Y,No,12,3,2,80,1,11,2,2,1,0,0,0
26,No,1283,1,3,3,Male,52,2,2,1,Single,4294,11148,1,Y,No,12,3,2,80,0,7,2,3,7,7,0,7
41,No,263,6,3,4,Male,59,3,1,1,Single,4721,3119,2,Y,Yes,13,3,3,80,0,20,3,3,18,13,2,17
36,No,938,2,4,3,Male,79,3,1,3,Single,2519,12287,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9
19,Yes,419,21,3,4,Male,37,2,1,2,Single,2121,9947,1,Y,Yes,13,3,2,80,0,1,3,4,1,0,0,0
20,Yes,129,4,3,1,Male,84,3,1,1,Single,2973,13008,1,Y,No,19,3,2,80,0,1,2,3,1,0,0,0
31,No,616,12,3,4,Female,41,3,2,4,Married,5855,17369,0,Y,Yes,11,3,3,80,2,10,2,1,9,7,8,5
40,No,1469,9,4,4,Male,35,3,1,2,Divorced,3617,25063,8,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0
32,No,498,3,4,3,Female,93,3,2,1,Married,6725,13554,1,Y,No,12,3,3,80,1,8,2,4,8,7,6,3
36,Yes,530,3,1,3,Male,51,2,3,4,Married,10325,5518,1,Y,Yes,11,3,1,80,1,16,6,3,16,7,3,7
33,No,1069,1,3,2,Female,42,2,2,4,Single,6949,12291,0,Y,No,14,3,1,80,0,6,3,3,5,0,1,4
37,Yes,625,1,4,1,Male,46,2,3,3,Married,10609,14922,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7
45,No,805,4,2,3,Male,57,3,2,2,Married,4447,23163,1,Y,No,12,3,2,80,0,9,5,2,9,7,0,8
29,No,1404,20,3,3,Female,84,3,1,4,Married,2157,18203,1,Y,No,15,3,2,80,1,3,5,3,3,1,0,2
35,No,1219,18,3,3,Female,86,3,2,3,Married,4601,6179,1,Y,No,16,3,2,80,0,5,3,3,5,2,1,0
52,No,1053,1,2,4,Male,70,3,4,4,Married,17099,13829,2,Y,No,15,3,2,80,1,26,2,2,9,8,7,8
58,Yes,289,2,3,4,Male,51,3,1,3,Single,2479,26227,4,Y,No,24,4,1,80,0,7,4,3,1,0,0,0
53,No,1376,2,2,3,Male,45,3,4,3,Divorced,14852,13938,6,Y,No,13,3,3,80,1,22,3,4,17,13,15,2
30,No,231,8,2,3,Male,62,3,3,3,Divorced,7264,9977,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7
38,No,152,10,3,3,Female,85,3,2,4,Single,5666,19899,1,Y,Yes,13,3,2,80,0,6,1,3,5,3,1,3
35,No,882,3,4,4,Male,92,3,3,4,Divorced,7823,6812,6,Y,No,13,3,2,80,1,12,2,3,10,9,0,8
39,No,903,2,5,1,Male,41,4,3,3,Single,7880,2560,0,Y,No,18,3,4,80,0,9,3,3,8,7,0,7
40,Yes,1479,24,3,2,Female,100,4,4,2,Single,13194,17071,4,Y,Yes,16,3,4,80,0,22,2,2,1,0,0,0
47,No,1379,16,4,3,Male,64,4,2,3,Divorced,5067,6759,1,Y,Yes,19,3,3,80,0,20,3,4,19,10,2,7
36,No,1229,8,4,1,Male,84,3,2,4,Divorced,5079,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7
31,Yes,335,9,2,3,Male,46,2,1,1,Single,2321,10322,0,Y,Yes,22,4,1,80,0,4,0,3,3,2,1,2
33,No,722,17,3,4,Male,38,3,4,3,Single,17444,20489,1,Y,No,11,3,4,80,0,10,2,3,10,8,6,0
29,Yes,906,10,3,4,Female,92,2,1,1,Single,2404,11479,6,Y,Yes,20,4,3,80,0,3,5,3,0,0,0,0
33,No,461,13,1,2,Female,53,3,1,4,Single,3452,17241,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2
45,No,974,1,4,4,Female,91,3,1,4,Divorced,2270,11005,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2
50,No,1126,1,2,4,Male,66,3,4,4,Divorced,17399,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3
33,No,827,1,4,3,Female,84,4,2,2,Married,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2
41,No,840,9,3,1,Male,64,3,5,3,Divorced,19419,3735,2,Y,No,17,3,2,80,1,21,2,4,18,16,0,11
27,No,1134,16,4,3,Female,37,3,1,2,Married,2811,12086,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2
45,No,248,23,2,4,Male,42,3,2,1,Married,3633,14039,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8
47,No,955,4,2,4,Female,83,3,2,4,Single,4163,8571,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7
30,Yes,138,22,3,1,Female,48,3,1,3,Married,2132,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1
50,No,939,24,3,4,Male,95,3,4,3,Married,13973,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5
38,No,1391,10,1,3,Male,66,3,1,3,Married,2684,12127,0,Y,No,17,3,2,80,1,3,0,2,2,1,0,2
46,No,566,7,2,4,Male,75,3,3,3,Divorced,10845,24208,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7
24,No,1206,17,1,4,Female,41,2,2,3,Divorced,4377,24117,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2
35,Yes,622,14,4,3,Male,39,2,1,2,Divorced,3743,10074,1,Y,Yes,24,4,4,80,1,5,2,1,4,2,0,2
31,No,853,1,1,3,Female,96,3,2,1,Married,4148,11275,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3
18,No,287,5,2,2,Male,73,3,1,4,Single,1051,13493,1,Y,No,15,3,4,80,0,0,2,3,0,0,0,0
54,No,1441,17,3,3,Female,56,3,3,3,Married,10739,13943,8,Y,No,11,3,3,80,1,22,2,3,10,7,0,8
35,No,583,25,4,3,Female,57,3,3,3,Divorced,10388,6975,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1
30,No,153,8,2,2,Female,73,4,3,1,Married,11416,17802,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7
20,Yes,1097,11,3,4,Female,98,2,1,1,Single,2600,18275,1,Y,Yes,15,3,1,80,0,1,2,3,1,0,0,0
30,Yes,109,5,3,2,Female,60,3,1,2,Single,2422,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2
26,No,1066,2,2,4,Male,32,4,2,4,Married,5472,3334,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3
22,No,217,8,1,2,Male,94,1,1,1,Married,2451,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1
48,No,277,6,3,1,Male,97,2,2,3,Single,4240,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2
48,No,1355,4,4,3,Male,78,2,3,3,Single,10999,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8
41,No,549,7,2,4,Female,42,3,2,3,Single,5003,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1
39,No,466,1,1,4,Female,65,2,4,4,Married,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8
27,No,1055,2,4,1,Female,47,3,2,4,Married,4227,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2
35,No,802,10,3,2,Male,45,3,1,4,Divorced,3917,9541,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2
42,No,265,5,2,4,Male,90,3,5,3,Married,18303,7770,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0
50,No,804,9,3,1,Male,64,3,1,4,Married,2380,20165,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0
59,No,715,2,3,3,Female,69,2,4,4,Single,13726,21829,3,Y,Yes,13,3,1,80,0,30,4,3,5,3,4,3
37,Yes,1141,11,2,1,Female,61,1,2,2,Married,4777,14382,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0
55,No,135,18,4,3,Male,62,3,2,2,Married,6385,12992,3,Y,Yes,14,3,4,80,2,17,3,3,8,7,6,7
41,No,247,7,1,2,Female,55,1,5,3,Divorced,19973,20284,1,Y,No,22,4,2,80,2,21,3,3,21,16,5,10
38,No,1035,3,4,2,Male,42,3,2,4,Single,6861,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0
26,Yes,265,29,2,2,Male,79,1,2,1,Single,4969,21813,8,Y,No,18,3,4,80,0,7,6,3,2,2,2,2
52,Yes,266,2,1,1,Female,57,1,5,4,Married,19845,25846,1,Y,No,15,3,4,80,1,33,3,3,32,14,6,9
44,No,1448,28,3,4,Female,53,4,4,4,Married,13320,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11
50,No,145,1,3,4,Female,95,3,2,3,Married,6347,24920,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,13
36,Yes,885,16,4,3,Female,43,4,1,1,Single,2743,8269,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14
39,No,945,22,3,4,Female,82,3,3,1,Single,10880,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8
33,No,1038,8,1,2,Female,88,2,1,4,Single,2342,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2
45,No,1234,11,2,4,Female,90,3,4,4,Married,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1
32,No,1109,29,4,4,Female,69,3,1,3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7
34,No,216,1,4,2,Male,75,4,2,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9
59,No,1089,1,2,2,Male,66,3,3,4,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4
45,No,788,24,4,2,Male,36,3,1,2,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4
53,No,124,2,3,3,Female,38,2,3,2,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12
36,Yes,660,15,3,1,Male,81,3,2,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0
26,Yes,342,2,3,1,Male,57,3,1,1,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2
34,No,1333,10,4,3,Female,87,3,1,3,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0
28,No,1144,10,1,4,Male,74,3,1,2,Married,1052,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0
38,No,1186,3,4,3,Male,44,3,1,3,Married,2821,2997,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2
50,No,1464,2,4,2,Male,62,3,5,3,Married,19237,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7
37,No,124,3,3,4,Female,35,3,2,2,Single,4107,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1
40,No,300,26,3,3,Male,74,3,2,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5
26,No,921,1,1,1,Female,66,2,1,3,Divorced,2007,25265,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3
46,No,430,1,4,4,Male,40,3,5,4,Divorced,19627,21445,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2
54,No,1082,2,4,3,Female,41,2,3,3,Married,10686,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0
56,No,1240,9,3,1,Female,63,3,1,3,Married,2942,12154,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3
36,No,796,12,5,4,Female,51,2,3,4,Single,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8
55,No,444,2,1,3,Male,40,2,4,1,Single,16756,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2
43,No,415,25,3,3,Male,79,2,3,4,Divorced,10798,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0
20,Yes,769,9,3,4,Female,54,3,1,4,Single,2323,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2
21,Yes,1334,10,3,3,Female,36,2,1,1,Single,1416,17258,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0
46,No,1003,8,4,4,Female,74,2,2,1,Divorced,4615,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7
51,Yes,1323,4,4,1,Male,34,3,1,3,Married,2461,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7
28,Yes,1366,24,2,2,Male,72,2,3,1,Single,8722,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9
26,No,192,1,2,1,Male,59,2,1,1,Married,3955,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3
30,No,1176,20,3,3,Male,85,3,2,1,Married,9957,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2
41,No,509,7,2,2,Female,43,4,1,3,Married,3376,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8
38,No,330,17,1,3,Female,65,2,3,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9
40,No,1492,20,4,1,Male,61,3,3,4,Married,10322,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1
27,No,1277,8,5,1,Male,87,1,1,3,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2
55,No,1091,2,1,4,Male,65,3,3,2,Married,10976,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2
28,No,857,10,3,3,Female,59,3,2,3,Single,3660,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7
44,Yes,1376,1,2,2,Male,91,2,3,1,Married,10482,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6
33,No,654,5,3,4,Male,34,2,3,4,Divorced,7119,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2
35,Yes,1204,4,3,4,Male,86,3,3,1,Single,9582,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7
33,Yes,827,29,4,1,Female,54,2,2,3,Single,4508,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8
28,No,895,15,2,1,Male,50,3,1,3,Divorced,2207,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2
34,No,618,3,1,1,Male,45,3,2,4,Single,7756,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4
37,No,309,10,4,4,Female,88,2,2,4,Divorced,6694,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0
25,Yes,1219,4,1,4,Male,32,3,1,4,Married,3691,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6
26,Yes,1330,21,3,1,Male,37,3,1,3,Divorced,2377,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0
33,Yes,1017,25,3,1,Male,55,2,1,2,Single,2313,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2
42,No,469,2,2,4,Male,35,3,4,1,Married,17665,14399,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7
28,Yes,1009,1,3,1,Male,45,2,1,2,Divorced,2596,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0
50,Yes,959,1,4,4,Male,81,3,2,3,Single,4728,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0
33,No,970,7,3,4,Female,30,3,2,2,Married,4302,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2
34,No,697,3,4,3,Male,40,2,1,4,Married,2979,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0
48,No,1262,1,4,1,Male,35,4,4,4,Single,16885,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1
45,No,1050,9,4,2,Female,65,2,2,3,Married,5593,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12
52,No,994,7,4,2,Male,87,3,3,2,Single,10445,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0
38,No,770,10,4,3,Male,73,2,3,3,Divorced,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7
29,No,1107,28,4,3,Female,93,3,1,4,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7
28,No,950,3,3,4,Female,93,3,3,2,Divorced,7655,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7
46,No,406,3,1,1,Male,52,3,4,3,Married,17465,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9
38,No,130,2,2,4,Male,32,3,3,2,Single,7351,20619,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0
43,No,1082,27,3,3,Female,83,3,3,1,Married,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1
39,Yes,203,2,3,1,Male,84,3,4,4,Divorced,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5
40,No,1308,14,3,3,Male,44,2,5,3,Single,19626,17544,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9
21,No,984,1,1,4,Female,70,2,1,2,Single,2070,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2
39,No,439,9,3,3,Male,70,3,2,2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3
36,No,217,18,4,1,Male,78,3,2,4,Single,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9
31,No,793,20,3,3,Male,67,4,1,4,Married,2791,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2
28,No,1451,2,1,1,Male,67,2,1,2,Married,3201,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4
35,No,1182,11,2,4,Male,54,3,2,4,Divorced,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2
49,No,174,8,4,4,Male,56,2,4,2,Married,13120,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3
34,No,1003,2,2,4,Male,95,3,2,3,Single,4033,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2
29,No,490,10,3,4,Female,61,3,1,2,Divorced,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1
42,No,188,29,3,2,Male,56,1,2,4,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0
29,No,718,8,1,2,Male,79,2,2,4,Married,5056,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2
38,No,433,1,3,3,Male,37,4,1,3,Married,2844,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0
28,No,773,6,3,3,Male,39,2,1,3,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2
18,Yes,247,8,1,3,Male,80,3,1,3,Single,1904,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0
33,Yes,603,9,4,1,Female,77,3,2,1,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3
41,No,167,12,4,2,Male,46,3,1,4,Married,4766,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0
31,Yes,874,15,3,3,Male,72,3,1,3,Married,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2
37,No,367,25,2,3,Female,52,2,2,4,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3
27,No,199,6,3,4,Male,55,2,1,3,Married,2539,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2
34,No,1400,9,1,2,Female,70,3,2,3,Married,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3
35,No,528,8,4,3,Male,100,3,1,3,Single,4323,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4
29,Yes,408,23,1,4,Female,45,2,3,1,Married,7336,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10
40,No,593,9,4,2,Female,88,3,3,3,Single,13499,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13
42,Yes,481,12,3,3,Male,44,3,4,1,Single,13758,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14
42,No,647,4,4,2,Male,45,3,2,1,Single,5155,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5
35,No,982,1,4,4,Male,58,2,1,3,Married,2258,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7
24,No,477,24,3,4,Male,49,3,1,2,Single,3597,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2
28,Yes,1485,12,1,3,Female,79,3,1,4,Married,2515,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0
26,No,1384,3,4,1,Male,82,4,1,4,Married,4420,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7
30,No,852,10,3,3,Male,72,2,2,3,Married,6578,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4
