carat,cut,depth,table
0.5,Premium,62.0,58.0
0.5,Premium,62.8,60.0
0.5,Premium,62.7,59.0
0.72,Premium,61.3,59.0
0.76,Premium,58.8,59.0
0.57,Premium,59.5,60.0
1.0,Premium,58.3,58.0
0.64,Premium,61.2,62.0
0.5,Premium,61.1,58.0
0.54,Premium,61.1,59.0
0.5,Premium,59.3,62.0
0.81,Fair,66.2,58.0
0.51,Premium,61.0,58.0
0.51,Premium,62.1,58.0
0.51,Premium,60.1,60.0
0.51,Premium,61.0,60.0
0.51,Premium,60.3,59.0
0.51,Premium,62.3,57.0
0.51,Premium,61.6,58.0
0.51,Premium,60.9,59.0
0.51,Premium,60.1,60.0
0.54,Premium,59.0,60.0
0.52,Premium,61.2,60.0
0.52,Premium,60.7,58.0
0.52,Premium,62.4,59.0
0.57,Premium,59.9,59.0
0.52,Premium,62.6,59.0
0.71,Premium,62.4,61.0
0.71,Fair,65.6,56.0
0.54,Premium,62.4,58.0
0.69,Fair,65.4,63.0
0.7,Fair,67.6,54.0
0.55,Premium,61.0,58.0
0.69,Fair,57.9,63.0
0.25,Premium,59.7,61.0
0.54,Premium,62.3,58.0
0.52,Premium,61.6,59.0
0.52,Premium,62.5,60.0
0.71,Premium,62.1,58.0
0.7,Fair,71.6,55.0
0.7,Fair,65.8,57.0
0.5,Premium,58.8,62.0
0.56,Premium,62.4,56.0
0.56,Premium,60.9,58.0
0.56,Premium,62.5,57.0
0.55,Premium,62.2,58.0
0.55,Premium,61.6,56.0
0.55,Premium,62.7,59.0
0.6,Premium,60.0,57.0
0.55,Premium,60.5,60.0
0.55,Premium,60.8,58.0
0.55,Premium,59.7,58.0
0.5,Premium,60.7,59.0
0.5,Premium,60.5,60.0
0.73,Premium,61.2,59.0
0.58,Fair,64.7,60.0
0.61,Premium,61.7,60.0
0.61,Premium,61.2,62.0
0.49,Fair,65.5,58.0
0.96,Fair,61.1,60.0
0.96,Fair,66.9,60.0
0.52,Premium,61.0,58.0
0.65,Premium,58.5,58.0
0.66,Premium,61.1,56.0
0.55,Premium,58.1,62.0
0.68,Premium,58.7,60.0
0.54,Premium,60.0,58.0
0.51,Premium,62.5,60.0
0.51,Premium,63.0,59.0
0.51,Fair,65.5,51.0
0.51,Premium,60.2,57.0
0.5,Premium,62.5,58.0
0.5,Premium,61.3,59.0
0.5,Premium,61.8,60.0
0.5,Premium,62.0,58.0
0.53,Premium,61.6,57.1
0.55,Premium,61.3,59.0
0.65,Premium,59.9,59.0
0.98,Fair,69.7,58.0
0.5,Fair,64.9,58.0
0.56,Premium,60.2,58.0
0.54,Premium,62.3,60.0
0.5,Premium,58.0,59.0
0.8,Fair,64.5,57.0
0.5,Premium,61.6,58.0
0.7,Premium,63.0,56.0
0.61,Premium,61.3,59.0
0.32,Fair,59.6,60.0
0.51,Premium,62.7,59.0
0.51,Premium,62.0,60.0
0.51,Premium,60.9,58.0
0.71,Premium,59.9,59.0
0.59,Premium,62.6,56.0
0.61,Premium,62.8,59.0
0.52,Premium,60.7,59.0
0.52,Premium,62.1,59.0
0.52,Premium,62.2,58.0
0.52,Premium,61.4,58.0
0.54,Premium,60.2,62.0
0.54,Premium,62.6,59.0
0.7,Fair,65.0,56.0
0.52,Premium,58.7,58.0
0.53,Premium,60.9,60.0
0.53,Premium,62.4,58.0
0.53,Premium,59.8,58.0
0.56,Premium,61.9,58.0
0.56,Premium,60.6,59.0
0.56,Premium,60.8,60.0
0.56,Premium,61.4,58.0
0.3,Premium,62.3,58.0
0.3,Premium,62.5,60.0
0.3,Premium,61.0,58.0
0.3,Premium,61.3,60.0
0.3,Premium,61.9,58.0
0.7,Fair,63.0,57.0
0.7,Fair,58.7,68.0
0.7,Premium,62.1,60.0
0.53,Premium,63.0,58.0
0.53,Premium,58.3,62.0
0.53,Premium,61.4,55.0
0.57,Premium,62.1,58.0
0.57,Premium,59.7,59.0
0.57,Premium,62.8,57.0
0.57,Premium,62.6,55.0
0.57,Premium,62.1,57.0
0.57,Premium,60.3,57.0
0.57,Premium,61.4,58.0
0.55,Premium,61.7,59.0
0.73,Premium,61.0,61.0
0.52,Premium,60.1,58.0
0.51,Premium,61.4,56.0
0.64,Fair,59.5,64.0
0.53,Premium,59.9,58.0
0.7,Premium,61.3,59.0
0.55,Premium,60.1,59.0
0.46,Premium,61.4,57.0
0.63,Premium,60.9,56.0
0.63,Premium,59.1,57.0
0.5,Premium,61.4,59.0
0.45,Premium,61.5,55.0
0.56,Fair,64.7,60.0
0.6,Premium,61.9,58.0
0.52,Premium,59.2,59.0
0.96,Fair,64.3,59.0
0.96,Fair,69.2,56.0
0.71,Premium,62.0,59.0
0.56,Premium,60.6,59.0
0.52,Premium,62.8,55.0
0.51,Premium,61.4,58.0
0.73,Premium,59.2,58.0
0.57,Premium,62.1,59.0
0.57,Premium,60.7,59.0
0.5,Premium,61.3,59.0
0.5,Premium,59.8,58.0
0.55,Premium,62.5,56.0
0.5,Premium,60.7,60.0
0.5,Premium,61.0,59.0
0.5,Premium,60.9,58.0
0.5,Premium,59.7,60.0
0.5,Premium,59.4,60.0
0.5,Premium,62.5,60.0
0.5,Premium,62.1,55.0
0.5,Premium,62.5,58.0
0.5,Premium,61.1,61.0
0.5,Premium,61.4,59.0
0.5,Premium,61.5,56.0
0.5,Premium,61.4,58.0
0.5,Premium,61.3,60.0
0.5,Premium,62.7,54.0
0.5,Premium,61.3,58.0
0.5,Premium,61.8,58.0
0.5,Premium,62.3,60.0
0.5,Premium,61.8,58.0
0.57,Premium,60.5,58.0
0.5,Premium,62.9,59.0
0.5,Premium,62.2,59.0
0.65,Premium,61.4,57.8
0.7,Premium,61.3,61.0
0.52,Premium,62.4,58.0
0.51,Premium,62.2,58.0
0.7,Fair,65.2,58.0
0.51,Premium,60.0,58.0
0.68,Premium,61.9,60.0
0.51,Premium,60.8,61.0
0.98,Fair,68.0,63.0
0.64,Premium,62.8,54.0
0.5,Premium,61.9,58.0
0.5,Premium,61.1,58.0
0.5,Premium,61.4,59.0
0.61,Premium,60.9,60.0
0.5,Premium,61.2,60.0
0.5,Premium,62.1,58.0
0.53,Premium,60.6,55.0
0.53,Premium,61.9,58.0
0.53,Premium,61.4,60.0
0.53,Premium,61.4,57.0
0.53,Premium,60.0,58.0
0.53,Premium,61.0,58.0
0.53,Premium,61.6,59.0
0.54,Premium,61.1,59.0
0.54,Premium,59.2,58.0
0.57,Premium,60.3,58.0
0.55,Premium,61.0,59.0
0.56,Premium,61.5,60.0
0.3,Premium,61.3,58.0
0.3,Premium,61.0,60.0
0.3,Premium,62.5,59.0
0.3,Premium,59.8,60.0
0.3,Premium,61.8,58.0
0.51,Premium,61.8,58.0
0.5,Premium,62.8,58.0
0.58,Premium,62.6,59.0
0.51,Premium,62.0,61.0
0.9,Fair,66.9,63.0
0.57,Premium,59.8,59.0
0.63,Fair,57.3,62.5
0.57,Premium,62.0,54.0
0.54,Premium,60.7,56.0
0.54,Premium,61.6,58.0
0.54,Premium,61.1,60.0
0.57,Premium,60.4,60.0
0.57,Premium,59.5,60.0
0.72,Fair,66.1,55.0
0.57,Premium,62.0,58.0
0.7,Premium,60.6,58.0
0.5,Premium,60.6,59.0
0.72,Premium,59.1,61.0
0.72,Premium,62.7,57.0
0.62,Premium,59.8,60.0
0.53,Premium,59.4,58.0
0.59,Premium,61.5,58.0
0.54,Premium,58.3,61.0
0.7,Fair,67.8,58.0
0.54,Premium,60.0,59.0
0.62,Premium,62.9,58.0
0.6,Premium,59.4,60.0
0.54,Premium,61.8,59.0
0.96,Fair,68.9,59.0
0.71,Premium,61.7,56.0
0.52,Premium,61.8,58.0
0.57,Premium,60.4,57.0
0.5,Premium,62.8,59.0
0.7,Premium,62.0,62.0
0.63,Premium,58.5,61.0
0.29,Fair,55.8,60.0
0.62,Premium,63.0,59.0
0.9,Premium,61.3,59.0
0.62,Premium,62.0,59.0
0.57,Premium,63.0,59.0
0.53,Fair,62.3,67.0
0.56,Premium,59.6,58.0
0.51,Premium,61.1,58.0
0.51,Premium,62.3,58.0
0.51,Premium,62.1,60.0
0.51,Premium,62.9,58.0
0.51,Premium,62.0,52.0
0.51,Premium,60.5,56.0
0.51,Premium,60.3,59.0
0.51,Premium,61.3,58.0
0.51,Premium,61.0,60.0
0.51,Premium,61.7,58.0
0.51,Premium,61.3,60.0
0.51,Premium,61.9,59.0
0.51,Premium,62.5,59.0
0.51,Premium,62.3,59.0
0.53,Premium,62.4,59.0
0.52,Fair,57.2,59.0
1.0,Fair,65.0,59.0
0.72,Premium,62.0,58.0
0.81,Premium,61.5,60.0
0.55,Premium,60.5,58.0
0.54,Premium,60.6,60.0
0.54,Premium,59.4,57.0
0.54,Premium,59.5,58.0
0.54,Premium,61.8,58.0
0.54,Premium,60.4,60.0
0.54,Premium,62.1,56.0
0.54,Premium,62.0,55.0
0.54,Premium,62.1,58.0
0.9,Fair,67.2,60.0
0.3,Premium,61.4,59.0
0.3,Premium,62.5,58.0
0.3,Premium,62.2,60.0
0.3,Premium,62.6,59.0
0.3,Premium,60.0,60.0
0.3,Premium,61.7,58.0
0.3,Premium,61.3,60.0
0.3,Premium,60.6,58.0
0.51,Premium,59.7,58.0
0.97,Fair,68.5,54.0
0.57,Fair,64.5,61.0
0.59,Premium,61.1,57.0
0.59,Premium,61.8,60.0
0.99,Fair,73.6,60.0
0.5,Fair,62.9,67.0
0.5,Fair,65.9,64.0
0.55,Premium,59.4,62.0
0.7,Fair,64.8,57.0
0.77,Premium,62.3,58.0
0.7,Premium,61.2,59.0
0.52,Premium,61.6,58.0
0.61,Premium,59.6,61.0
0.58,Premium,61.6,59.0
0.85,Premium,59.6,58.0
0.72,Fair,66.0,60.0
0.72,Fair,64.8,54.0
0.6,Premium,62.9,58.0
0.72,Premium,60.6,57.0
0.51,Premium,60.3,57.0
0.61,Premium,63.0,58.0
0.5,Premium,60.4,60.0
0.73,Fair,64.6,60.0
0.66,Premium,60.6,58.0
0.7,Fair,65.0,59.0
0.74,Premium,60.6,60.0
1.0,Fair,68.6,56.0
0.5,Premium,62.2,61.0
0.5,Premium,62.1,61.0
0.5,Premium,60.5,62.0
0.7,Premium,60.6,57.0
0.7,Premium,60.3,58.0
0.7,Fair,65.5,57.0
0.7,Premium,59.8,59.0
0.72,Premium,61.1,59.0
0.51,Premium,62.0,59.0
0.51,Premium,62.7,59.0
0.51,Premium,62.0,60.0
0.5,Premium,62.8,58.0
0.53,Premium,60.2,58.0
0.71,Premium,59.9,59.0
0.6,Premium,60.9,61.0
0.7,Fair,64.8,57.0
0.72,Premium,59.3,60.0
0.7,Premium,60.5,61.0
0.96,Fair,60.1,62.0
0.96,Fair,67.4,62.0
0.67,Premium,61.3,59.0
0.7,Fair,67.2,55.0
0.64,Premium,61.3,58.0
0.58,Premium,62.1,58.0
0.61,Premium,60.1,59.0
0.51,Premium,61.9,62.0
0.53,Premium,60.1,58.0
0.53,Premium,62.4,58.0
0.53,Premium,59.8,58.0
0.53,Premium,61.6,57.0
0.53,Premium,60.9,60.0
0.7,Premium,61.0,59.0
0.7,Premium,62.5,62.0
0.54,Premium,62.4,55.0
0.72,Premium,62.6,58.0
0.7,Fair,66.1,56.0
0.56,Premium,59.8,57.0
0.6,Premium,61.5,52.0
0.56,Premium,59.9,60.0
0.56,Premium,60.6,59.0
0.56,Premium,61.9,58.0
0.56,Premium,60.8,60.0
0.56,Premium,61.4,58.0
0.56,Fair,57.0,67.0
0.5,Premium,60.6,58.0
0.7,Premium,59.0,60.0
0.52,Premium,61.7,56.0
0.52,Premium,61.1,58.0
0.52,Premium,62.4,59.0
0.52,Premium,61.2,60.0
0.52,Premium,62.6,59.0
0.52,Premium,62.4,60.0
0.52,Premium,60.3,60.0
0.52,Premium,60.7,58.0
0.52,Premium,60.9,57.0
0.52,Premium,62.5,56.0
0.52,Premium,62.3,57.0
0.3,Premium,59.5,58.0
0.3,Premium,61.6,60.0
0.3,Premium,61.9,59.0
0.36,Premium,61.6,60.0
0.37,Fair,65.3,56.0
0.28,Premium,60.3,58.0
0.32,Premium,62.5,58.0
0.57,Premium,61.3,54.0
0.55,Premium,61.9,60.0
0.64,Premium,61.2,58.0
0.7,Premium,61.1,58.0
0.51,Premium,61.9,58.0
0.6,Premium,62.7,58.0
0.56,Premium,62.4,58.0
0.56,Premium,61.2,60.0
0.56,Premium,61.8,59.0
0.52,Premium,61.7,58.0
0.55,Premium,61.7,56.0
0.55,Premium,61.0,58.0
0.55,Premium,60.7,58.0
0.55,Premium,61.2,58.0
0.67,Premium,62.9,56.0
0.57,Premium,60.2,57.0
0.57,Premium,61.0,57.0
0.5,Premium,59.7,57.0
0.71,Premium,60.3,58.0
0.52,Premium,61.2,58.0
0.69,Premium,62.8,58.0
0.62,Premium,62.2,55.0
0.73,Premium,60.5,57.0
0.53,Premium,59.9,58.0
0.71,Premium,61.5,60.0
0.71,Fair,64.4,56.0
0.61,Premium,62.4,59.0
0.7,Premium,63.0,56.0
0.75,Fair,55.0,66.0
0.65,Premium,62.6,59.0
0.7,Premium,61.3,59.0
0.52,Premium,59.4,61.0
0.86,Premium,62.6,56.0
0.71,Fair,65.9,57.0
0.7,Fair,70.6,56.0
0.65,Premium,60.5,59.0
0.6,Premium,61.9,58.0
0.51,Premium,61.9,58.0
0.51,Premium,61.3,58.0
0.71,Fair,62.1,70.0
0.55,Premium,60.3,58.0
0.47,Premium,60.5,58.0
0.51,Premium,59.6,58.0
0.52,Premium,61.0,58.0
0.59,Premium,62.8,57.0
0.54,Premium,58.8,61.0
0.51,Premium,61.4,58.0
0.51,Premium,60.9,57.0
0.59,Premium,62.8,58.0
0.51,Premium,62.3,56.0
0.5,Premium,62.4,57.0
0.5,Premium,59.6,60.0
0.5,Premium,60.9,59.0
0.5,Premium,61.6,60.0
0.5,Premium,62.5,58.0
0.5,Premium,62.3,55.0
0.5,Premium,61.8,60.0
0.5,Premium,61.3,59.0
0.5,Premium,62.0,58.0
0.8,Premium,61.4,57.0
0.7,Fair,66.0,56.0
0.71,Fair,61.6,67.0
0.62,Premium,60.9,59.0
0.62,Premium,60.2,60.0
0.62,Premium,61.1,59.0
0.52,Premium,62.8,58.0
0.52,Premium,62.4,58.0
0.7,Premium,61.2,60.0
0.71,Premium,60.3,59.0
0.7,Premium,61.9,58.0
0.7,Premium,60.9,58.0
0.7,Premium,62.8,59.0
0.3,Premium,62.5,59.0
0.3,Premium,62.3,59.0
0.3,Premium,62.6,58.0
0.5,Premium,61.2,60.0
0.5,Premium,61.4,59.0
0.5,Premium,61.1,58.0
0.5,Premium,62.8,58.0
0.5,Premium,62.1,58.0
0.5,Premium,61.9,58.0
0.5,Premium,62.9,61.0
0.5,Premium,62.8,58.0
0.5,Premium,60.2,57.0
0.5,Premium,60.3,58.0
0.72,Premium,61.4,58.0
0.78,Premium,61.1,59.0
0.63,Premium,58.8,59.0
0.57,Premium,60.3,58.0
0.57,Premium,61.1,56.0
0.54,Premium,61.1,59.0
0.54,Premium,61.6,56.0
0.54,Premium,59.2,58.0
0.57,Premium,60.2,60.0
0.54,Premium,60.5,58.0
0.55,Premium,60.2,59.0
0.7,Premium,58.6,60.0
0.7,Fair,62.0,67.0
0.56,Premium,61.5,60.0
0.52,Fair,65.5,55.0
0.57,Premium,61.0,58.0
0.57,Premium,61.4,58.0
0.57,Premium,62.4,58.0
0.65,Premium,59.0,62.0
0.71,Premium,61.0,61.0
0.53,Premium,60.4,58.0
0.53,Premium,61.5,58.0
0.75,Premium,61.3,59.0
0.72,Premium,60.8,58.0
0.58,Premium,59.4,60.0
0.69,Premium,60.8,59.0
0.56,Premium,61.1,57.0
0.7,Fair,65.5,57.0
0.7,Fair,65.3,55.0
0.74,Fair,58.2,65.0
0.56,Premium,62.3,58.0
0.59,Premium,61.2,58.0
0.52,Premium,61.8,58.0
0.58,Premium,62.4,55.0
0.75,Fair,61.9,67.0
0.63,Premium,61.5,57.0
0.52,Premium,61.7,56.0
0.51,Premium,59.5,57.0
0.51,Premium,61.7,58.0
0.51,Premium,59.1,59.0
0.6,Premium,61.0,61.0
0.7,Premium,61.0,58.0
0.72,Premium,63.0,56.0
0.61,Premium,62.3,58.0
0.53,Premium,62.4,59.0
0.79,Premium,60.8,58.0
0.72,Premium,62.0,58.0
0.58,Premium,60.2,58.0
0.55,Premium,62.0,57.0
0.55,Premium,61.5,56.0
0.55,Premium,60.5,58.0
0.55,Premium,61.4,57.0
0.65,Fair,58.3,64.0
0.75,Premium,59.8,60.0
0.51,Premium,59.7,58.0
0.51,Premium,60.5,60.0
0.32,Premium,60.0,58.0
0.23,Premium,61.3,59.0
0.51,Premium,61.1,59.0
0.51,Premium,62.0,62.0
0.56,Premium,60.1,61.0
0.51,Premium,61.2,59.0
0.56,Premium,58.8,59.0
0.56,Premium,61.0,62.0
0.59,Premium,62.0,58.0
0.59,Premium,62.3,55.0
0.71,Premium,61.0,58.0
0.58,Premium,61.5,58.0
0.59,Premium,62.3,55.0
0.7,Premium,61.9,59.0
0.7,Premium,62.4,58.0
0.7,Premium,59.5,58.0
0.5,Fair,55.3,65.0
0.7,Premium,62.0,58.0
0.54,Premium,60.9,58.0
0.54,Premium,61.5,58.0
0.73,Fair,61.3,67.0
0.55,Premium,61.6,56.0
0.7,Fair,52.2,65.0
0.6,Premium,60.4,60.0
0.6,Premium,61.6,58.0
0.7,Fair,67.4,58.0
0.46,Premium,60.0,59.0
0.99,Fair,62.9,58.0
0.64,Premium,60.1,60.0
0.57,Fair,65.2,56.2
0.71,Premium,58.2,60.0
0.53,Premium,60.2,58.0
0.76,Premium,58.4,59.0
0.73,Premium,58.2,59.0
0.63,Premium,61.5,59.0
0.53,Premium,58.5,61.0
0.77,Premium,61.8,59.0
0.5,Premium,61.4,57.0
0.68,Premium,59.8,59.0
0.56,Premium,61.5,58.0
0.67,Premium,59.2,61.0
0.52,Premium,61.2,59.0
0.52,Premium,61.1,59.0
0.59,Premium,62.3,54.0
0.54,Premium,61.6,55.0
0.54,Premium,61.7,55.0
0.53,Premium,60.8,58.0
0.67,Premium,60.5,60.0
0.7,Premium,61.8,62.0
0.57,Premium,62.6,56.0
0.57,Premium,61.3,58.0
0.7,Fair,68.4,58.0
0.76,Premium,60.9,59.0
0.6,Premium,62.7,58.0
0.56,Premium,60.5,59.0
0.56,Premium,62.4,58.0
0.56,Premium,61.2,60.0
0.56,Premium,61.8,59.0
0.56,Premium,61.4,61.0
0.56,Premium,61.8,56.0
0.56,Premium,61.9,55.0
0.56,Premium,62.1,57.0
0.6,Premium,59.9,61.0
0.81,Premium,61.4,60.0
0.71,Premium,62.8,61.0
0.71,Premium,60.3,58.0
0.96,Fair,62.9,66.0
0.57,Premium,60.8,59.0
0.52,Premium,61.2,58.0
0.52,Premium,60.6,56.0
0.32,Premium,61.2,59.0
0.32,Premium,60.0,59.0
0.31,Premium,60.6,59.0
0.7,Fair,58.2,66.0
0.5,Premium,60.3,58.0
0.63,Premium,62.9,60.0
0.63,Premium,61.3,58.0
0.72,Premium,62.0,52.0
0.71,Premium,59.7,60.0
0.79,Premium,58.8,62.0
0.51,Premium,60.2,58.0
0.51,Premium,62.4,58.0
0.64,Premium,61.6,62.0
0.73,Premium,62.0,57.0
0.73,Premium,58.7,58.0
0.55,Premium,61.1,58.0
0.55,Premium,61.3,60.0
0.51,Premium,61.3,58.0
0.51,Premium,61.9,58.0
0.51,Premium,58.0,60.0
0.56,Premium,62.6,58.0
0.55,Premium,59.0,58.0
0.74,Premium,61.6,59.0
1.0,Premium,60.4,61.0
0.98,Fair,58.7,57.0
0.98,Fair,67.3,60.0
0.62,Premium,59.8,58.0
0.5,Premium,59.6,60.0
0.5,Premium,61.6,60.0
0.5,Premium,60.7,57.0
0.5,Premium,60.9,61.0
0.5,Premium,60.9,59.0
0.56,Premium,60.5,59.0
0.54,Premium,60.3,58.0
0.9,Fair,65.1,58.0
0.9,Premium,62.3,53.0
0.9,Premium,62.8,61.0
0.49,Premium,58.8,60.0
0.77,Premium,62.1,62.0
0.7,Premium,61.2,60.0
0.53,Premium,62.4,61.0
0.72,Premium,61.7,58.0
0.7,Premium,62.9,61.0
0.62,Premium,60.1,58.0
0.54,Fair,64.8,59.0
0.54,Premium,60.9,59.0
0.57,Premium,61.9,58.0
0.57,Premium,61.7,60.0
0.72,Premium,61.4,58.0
0.54,Premium,62.0,57.0
0.75,Fair,59.1,66.0
0.72,Premium,60.2,59.0
0.69,Premium,61.2,58.0
0.53,Premium,59.9,61.0
0.7,Fair,64.6,57.0
0.46,Premium,60.0,59.0
0.7,Premium,61.1,58.0
0.58,Premium,62.4,60.0
0.7,Fair,66.0,53.0
0.57,Premium,62.4,58.0
0.57,Premium,61.0,58.0
0.57,Premium,61.4,58.0
0.57,Premium,58.9,59.0
0.58,Premium,60.6,56.0
0.57,Premium,63.0,59.0
0.53,Premium,58.5,61.0
0.5,Fair,56.1,64.0
0.71,Premium,60.0,58.0
0.63,Fair,64.6,57.7
0.51,Premium,62.3,58.0
0.7,Premium,59.6,62.0
0.78,Premium,63.0,60.0
1.0,Fair,67.3,57.0
0.53,Premium,60.4,58.0
0.53,Premium,61.5,58.0
0.77,Fair,60.2,66.0
0.53,Premium,62.5,59.0
0.75,Premium,61.7,56.0
0.24,Premium,62.6,58.0
0.34,Premium,58.6,62.0
0.54,Premium,61.3,56.0
0.63,Premium,58.2,61.0
0.71,Premium,61.5,57.0
0.74,Premium,60.9,61.0
0.74,Fair,62.0,53.0
0.56,Premium,61.1,58.0
0.71,Premium,62.4,59.0
0.59,Premium,61.2,58.0
0.7,Premium,62.0,59.0
0.5,Premium,61.0,60.0
0.7,Premium,63.0,60.0
0.7,Premium,58.4,61.0
0.71,Premium,60.1,61.0
0.76,Premium,62.6,55.0
0.65,Premium,59.6,58.0
0.73,Premium,60.2,59.0
0.51,Premium,61.6,59.0
0.7,Premium,61.1,60.0
0.5,Premium,61.4,61.0
0.51,Premium,61.7,58.0
0.51,Premium,59.1,59.0
0.51,Premium,61.7,58.0
0.51,Premium,61.5,56.0
0.51,Premium,61.7,58.0
0.7,Premium,61.0,59.0
0.7,Fair,65.3,54.0
0.55,Premium,62.0,58.0
0.58,Premium,61.4,61.0
0.58,Premium,61.5,60.0
0.61,Premium,62.3,58.0
0.71,Premium,62.3,55.0
0.51,Premium,60.1,59.0
0.55,Premium,61.1,57.0
0.5,Premium,61.3,61.0
0.5,Fair,67.6,57.0
0.75,Premium,59.4,62.0
0.7,Fair,57.0,58.0
0.7,Fair,64.9,56.0
0.59,Premium,62.0,58.0
0.74,Fair,58.8,68.0
0.7,Premium,61.7,58.0
0.7,Fair,65.0,59.0
0.58,Premium,61.5,58.0
0.76,Premium,59.0,59.0
0.7,Premium,60.8,61.0
0.5,Premium,61.3,57.0
0.5,Premium,62.7,56.0
0.72,Premium,62.1,59.0
0.54,Premium,62.0,59.0
0.51,Premium,61.6,57.0
0.58,Premium,59.7,59.0
0.7,Fair,57.1,64.0
0.72,Premium,61.1,61.0
0.59,Premium,62.5,53.0
0.54,Premium,61.3,59.0
0.54,Premium,61.1,55.0
0.54,Premium,60.6,58.0
0.54,Premium,60.9,58.0
0.54,Premium,61.5,58.0
0.54,Premium,61.7,58.0
0.54,Premium,61.1,58.0
0.71,Fair,65.6,61.0
0.7,Fair,61.0,66.0
0.7,Fair,61.6,66.0
0.7,Fair,64.4,55.0
0.6,Premium,60.4,60.0
0.63,Premium,61.7,59.0
0.77,Premium,61.2,58.0
1.0,Fair,66.9,57.0
0.7,Fair,64.4,58.0
0.7,Fair,65.3,56.0
0.79,Premium,61.6,58.0
0.75,Premium,61.6,57.0
0.7,Fair,61.5,66.0
0.7,Premium,62.1,62.0
0.56,Premium,61.0,60.0
0.7,Fair,57.2,66.0
0.3,Fair,64.6,54.0
0.34,Premium,62.3,60.0
0.31,Premium,62.3,58.0
0.31,Premium,60.1,59.0
0.31,Premium,59.6,58.0
0.31,Premium,62.8,60.0
0.31,Premium,58.5,59.0
0.34,Premium,61.0,60.0
0.34,Premium,61.1,58.0
0.36,Premium,61.8,59.0
0.36,Premium,61.2,59.0
0.34,Premium,61.7,60.0
0.34,Premium,59.5,59.0
0.34,Premium,60.2,60.0
0.57,Premium,62.6,56.0
0.71,Fair,64.8,63.0
0.74,Premium,62.2,57.0
0.7,Premium,60.9,58.0
0.77,Premium,62.2,61.0
0.77,Fair,61.2,66.0
0.71,Premium,61.0,58.0
0.54,Premium,62.2,56.0
0.62,Premium,62.3,60.0
0.7,Premium,61.5,58.0
0.7,Premium,61.7,59.0
0.77,Premium,61.8,59.0
0.56,Premium,61.5,58.0
0.63,Fair,65.7,60.0
0.52,Premium,61.5,62.0
0.52,Premium,61.1,59.0
0.52,Premium,61.2,59.0
0.52,Premium,61.8,59.0
0.56,Premium,59.9,60.0
0.7,Premium,59.9,58.0
0.56,Premium,62.7,59.0
0.8,Premium,58.4,59.0
0.7,Fair,64.8,59.0
0.5,Premium,60.9,58.0
0.56,Premium,58.2,60.0
0.6,Premium,59.6,59.0
1.01,Premium,59.2,57.0
0.57,Premium,60.8,59.0
0.72,Premium,61.6,59.0
0.7,Premium,62.3,58.0
0.7,Premium,62.2,59.0
0.7,Premium,62.7,59.0
0.51,Premium,58.2,58.0
0.72,Premium,62.8,61.0
0.8,Premium,60.2,59.0
0.83,Premium,59.3,59.0
0.78,Premium,60.6,58.0
0.7,Premium,60.8,59.0
0.51,Premium,62.4,58.0
0.51,Premium,60.2,58.0
0.71,Premium,62.4,56.0
0.72,Premium,59.3,60.0
0.55,Premium,62.3,60.0
0.55,Premium,61.3,60.0
0.55,Premium,61.1,58.0
0.81,Fair,65.7,57.0
0.73,Fair,65.5,56.0
0.56,Premium,62.6,58.0
0.7,Fair,64.9,58.0
0.51,Premium,60.9,61.0
1.0,Fair,64.5,58.0
0.58,Premium,61.9,57.0
1.01,Fair,64.5,54.0
0.7,Premium,61.8,58.0
0.6,Premium,62.8,59.0
0.73,Premium,60.2,58.0
0.73,Premium,61.3,61.0
1.04,Fair,67.3,56.0
0.71,Premium,60.8,60.0
0.71,Premium,62.2,57.0
0.68,Premium,61.7,57.0
0.59,Premium,62.8,54.0
0.54,Premium,60.3,58.0
0.7,Premium,59.1,59.0
0.7,Premium,61.2,60.0
0.74,Premium,58.8,61.0
0.74,Premium,61.4,57.0
0.74,Premium,59.8,58.0
0.7,Premium,61.5,58.0
0.72,Premium,59.1,58.0
0.72,Premium,61.7,58.0
0.69,Premium,61.0,60.0
0.71,Fair,65.0,58.0
0.8,Premium,62.7,61.0
0.98,Premium,59.6,60.0
0.57,Premium,61.7,60.0
0.57,Premium,61.9,58.0
0.34,Premium,61.3,60.0
0.34,Premium,59.0,59.0
0.36,Premium,61.5,60.0
0.36,Premium,60.0,58.0
0.34,Premium,62.6,60.0
0.7,Fair,65.5,57.0
0.7,Fair,65.2,58.0
0.71,Premium,62.3,61.0
0.71,Fair,65.1,55.0
0.73,Fair,64.7,60.0
0.67,Premium,61.0,57.0
0.67,Premium,61.0,61.0
0.74,Premium,61.0,60.0
0.7,Fair,64.7,58.0
0.57,Premium,62.1,59.0
0.5,Premium,61.9,58.0
0.5,Premium,62.3,58.0
0.76,Premium,59.9,59.0
0.71,Fair,64.8,58.0
0.5,Premium,61.9,59.0
0.7,Premium,61.8,61.0
0.51,Premium,62.3,58.0
0.7,Premium,58.1,60.0
0.72,Premium,61.7,58.0
1.0,Premium,62.7,59.0
0.57,Premium,60.2,60.0
0.71,Premium,62.3,60.0
0.74,Fair,64.8,59.0
0.51,Premium,61.0,61.0
0.53,Premium,59.6,58.0
0.64,Fair,57.0,62.5
0.63,Premium,61.8,60.0
0.98,Premium,59.6,60.0
0.98,Premium,62.5,60.0
0.62,Premium,61.4,59.0
